회원번호,preperiod_제철구매비율,treatment_h4,p_control_logit,p_treated_logit,uplift_logit,p_control_rf,p_treated_rf,uplift_rf
1236797568,0.0604026845637583,0.0,0.8057242887161293,0.8192767951041713,0.013552506388041952,0.8235427684254283,0.8369513389859193,0.013408570560491051
1237029568,0.0769230769230769,0.0,0.7073575019439995,0.7238339111863804,0.01647640924238092,0.7694191506294652,0.8072516304835379,0.037832479854072676
1237055552,0.0,0.0,0.855186735567461,0.8816189336359971,0.026432198068536028,0.8151172413890538,0.691312618037564,-0.12380462335148978
1237189184,0.0,0.0,0.07179287358828514,0.060680712774125754,-0.011112160814159382,0.09314890469467038,0.1072599301434108,0.014111025448740419
1237250432,0.0,0.0,0.21827841066014164,0.20872218482861113,-0.009556225831530513,0.2466534367915564,0.2307198198530732,-0.01593361693848322
1237413760,0.0454545454545454,0.0,0.2815158924032589,0.32820805755281857,0.04669216514955965,0.3333253055241369,0.39996815095894145,0.06664284543480453
1237874048,0.0,0.0,0.5306630259857723,0.5893319603357704,0.05866893434999809,0.5242281466403145,0.4593867909389802,-0.06484135570133426
1238024384,0.0,1.0,0.041582745862880764,0.032695826210550435,-0.008886919652330329,0.06948852403537113,0.06803206505735149,-0.0014564589780196452
1238081920,0.1162790697674418,0.0,0.8122659142962096,0.8512853083818017,0.039019394085592074,0.8196989975186267,0.8274129465238019,0.007713949005175191
1238313920,0.0,,0.13400753070461816,0.16406089019842518,0.030053359493807025,0.17987124388696746,0.20754405355876795,0.027672809671800497
1238341760,0.0307692307692307,,0.8858586130922012,0.9224228833014441,0.03656427020924291,0.8165632799170969,0.8279269268684532,0.011363646951356277
1238440128,0.0476190476190476,0.0,0.9131372502743432,0.9338054848883561,0.020668234614012904,0.8905082515885563,0.8718411479791324,-0.01866710360942392
1238464256,0.25,0.0,0.1332255608398456,0.10362936089757624,-0.029596199942269363,0.15122129130122755,0.18478536223677974,0.03356407093555219
1238469824,0.0,0.0,0.33504822610399676,0.43446047353548584,0.09941224743148908,0.2637351844379593,0.3082612421042793,0.04452605766632001
1238555200,0.0163934426229508,0.0,0.9555435124196255,0.9686484876840906,0.01310497526446508,0.9043356970766392,0.8983578345909272,-0.005977862485711971
1238635008,0.050314465408805,0.0,0.8675076213078652,0.8876644464485784,0.020156825140713264,0.8387335313508908,0.8846150212543847,0.045881489903493944
1238753792,0.0,0.0,0.13098772274968207,0.11160643054634428,-0.019381292203337785,0.15706879740161245,0.1310319118726066,-0.02603688552900585
